nbhd_code,PM25_1998,PM25_1999,PM25_2000,PM25_2001,PM25_2002,PM25_2003,PM25_2004,PM25_2005,PM25_2006,PM25_2007,PM25_2008,PM25_2009,PM25_2010,PM25_2011,PM25_2012,PM25_2013,PM25_2014,PM25_2015,PMTREND
london_014,17.13986419,16.40452136,17.99511428,15.88721431,17.20727062,17.69435243,14.7210997,15.45751905,14.9980954,13.76631335,14.35442199,13.13978138,11.69733355,13.71679364,12.15004969,13.36924478,11.72938059,11.21695926,-3.693526311
london_019,17.85601707,16.9880151,18.75997373,16.75997373,17.89788212,18.61615498,15.21983254,15.99261205,15.76785421,14.47233623,14.89788212,13.80971926,12.12789361,14.17878838,12.72664587,13.89788212,12.13249056,11.84239041,-3.850962499
london_012,17.73871339,17.02289295,18.31282773,16.46770687,17.86801381,18.14081085,15.16945901,16.08952551,15.56196445,14.23366159,14.95306305,13.50031973,12.08453766,14.16792429,12.33482543,14.05959841,12.13889244,11.68218442,-3.774538512
montreal_2,11.66192428,11.3067791,11.77336254,10.43286852,13.07068827,13.52444214,11.86614532,11.2585151,11.28617641,9.723551766,8.365901917,7.375590836,8.353158713,8.346249274,8.392628885,8.056735918,7.965264365,8.408245788,-2.968072333
montreal_2,11.66192428,11.3067791,11.77336254,10.43286852,13.07068827,13.52444214,11.86614532,11.2585151,11.28617641,9.723551766,8.365901917,7.375590836,8.353158713,8.346249274,8.392628885,8.056735918,7.965264365,8.408245788,-2.968072333
montreal_1,11.49055775,10.99692578,11.70663153,10.27382521,12.94707949,13.29907773,11.4931928,10.98375055,11.0649978,9.249231445,8.12516469,7.157663592,8.09639877,8.157663592,8.101668863,7.876152833,7.461572244,8.230127361,-3.031374905
montreal_1,11.49055775,10.99692578,11.70663153,10.27382521,12.94707949,13.29907773,11.4931928,10.98375055,11.0649978,9.249231445,8.12516469,7.157663592,8.09639877,8.157663592,8.101668863,7.876152833,7.461572244,8.230127361,-3.031374905
montreal_3,10.51062371,10.33379027,10.83207676,9.693625771,11.79369431,12.74777245,11.12885538,9.984235778,10.69362577,8.93557231,7.732008225,6.786154901,7.732008225,7.732008225,7.732008225,7.080191912,7.12885538,7.732008225,-2.76116146
montreal_3,10.51062371,10.33379027,10.83207676,9.693625771,11.79369431,12.74777245,11.12885538,9.984235778,10.69362577,8.93557231,7.732008225,6.786154901,7.732008225,7.732008225,7.732008225,7.080191912,7.12885538,7.732008225,-2.76116146
montreal_4,10.6131528,10.58994197,10.94390716,9.820116054,12.11218569,12.84332689,11.17408124,10.48162476,10.48162476,9.174081238,7.81237911,6.99032882,7.920696325,7.920696325,7.920696325,7.282398453,7.920696325,7.99032882,-2.637108187
montreal_4,10.6131528,10.58994197,10.94390716,9.820116054,12.11218569,12.84332689,11.17408124,10.48162476,10.48162476,9.174081238,7.81237911,6.99032882,7.920696325,7.920696325,7.920696325,7.282398453,7.920696325,7.99032882,-2.637108187
montreal_8,11.24684015,11.11895911,11.42914498,10.12490706,12.94780669,13.20178439,11.43271375,11.18230483,11.18230483,9.546468401,8.201784387,7.337992565,8.201784387,8.224237918,8.262156134,8.04669145,8.13739777,8.363420074,-2.753011766
montreal_8,11.24684015,11.11895911,11.42914498,10.12490706,12.94780669,13.20178439,11.43271375,11.18230483,11.18230483,9.546468401,8.201784387,7.337992565,8.201784387,8.224237918,8.262156134,8.04669145,8.13739777,8.363420074,-2.753011766
montreal_9,12,11,11,10,13,13,11,11,11,9,8,7,8,8,8,8,8,8,-2.941176471
montreal_9,12,11,11,10,13,13,11,11,11,9,8,7,8,8,8,8,8,8,-2.941176471
montreal_5,12.67180095,12.19036335,12.68878357,11.40600316,13.9293049,14.55687204,12.76263823,12.09913112,12.09913112,10.73578199,8.985781991,7.985781991,8.985781991,8.985781991,8.985781991,8.845971564,8.910347551,8.985781991,-3.163246259
montreal_5,12.67180095,12.19036335,12.68878357,11.40600316,13.9293049,14.55687204,12.76263823,12.09913112,12.09913112,10.73578199,8.985781991,7.985781991,8.985781991,8.985781991,8.985781991,8.845971564,8.910347551,8.985781991,-3.163246259
montreal_6,12.82790698,12.09302326,12.75348837,11.09302326,14,14.45116279,12.99379845,12,12,10.75348837,9,8,9,9,9,8.753488372,8.99379845,9,-3.147158824
montreal_6,12.82790698,12.09302326,12.75348837,11.09302326,14,14.45116279,12.99379845,12,12,10.75348837,9,8,9,9,9,8.753488372,8.99379845,9,-3.147158824
montreal_7,11.35226456,11.11107117,11.35082674,10.16247304,12.75161754,13.3465133,11.51258088,10.85334292,10.85334292,9.3465133,7.83465133,6.83465133,7.83465133,7.83465133,7.83465133,7.4108555,7.418044572,7.83465133,-3.186881018
montreal_7,11.35226456,11.11107117,11.35082674,10.16247304,12.75161754,13.3465133,11.51258088,10.85334292,10.85334292,9.3465133,7.83465133,6.83465133,7.83465133,7.83465133,7.83465133,7.4108555,7.418044572,7.83465133,-3.186881018
montreal_15,9.632166791,9.574460164,9.838421445,8.380491437,11.25763217,11.33134773,9.872300819,9.551005212,9.753909159,8.134400596,6.930007446,6.122486969,6.930007446,7.10461653,7.10014892,6.930007446,6.838421445,7.304914371,-2.362385092
montreal_15,9.632166791,9.574460164,9.838421445,8.380491437,11.25763217,11.33134773,9.872300819,9.551005212,9.753909159,8.134400596,6.930007446,6.122486969,6.930007446,7.10461653,7.10014892,6.930007446,6.838421445,7.304914371,-2.362385092
montreal_14,8.318545697,8.361240827,8.740827218,7.361240827,10.04803202,10.21781187,9.018679119,8.378585724,8.567044696,7.331887925,6.103735824,5.411607738,6.103735824,6.218812542,6.218812542,6.134089393,5.991994663,6.379586391,-2.108481677
montreal_14,8.318545697,8.361240827,8.740827218,7.361240827,10.04803202,10.21781187,9.018679119,8.378585724,8.567044696,7.331887925,6.103735824,5.411607738,6.103735824,6.218812542,6.218812542,6.134089393,5.991994663,6.379586391,-2.108481677
montreal_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN
montreal_13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN
montreal_12,8,8,9,7,10,10,9,8,8,7,6,5,6,6,6,6,6,6,-2.115583075
montreal_12,8,8,9,7,10,10,9,8,8,7,6,5,6,6,6,6,6,6,-2.115583075
montreal_11,8.893149505,8.783283068,9.490305903,7.772942697,10.7712193,10.99267557,9.574321413,9.003015941,9.174493753,7.574321413,6.574321413,5.574321413,6.574321413,6.574321413,6.574321413,6.574321413,6.408013787,6.574321413,-2.308860323
montreal_11,8.893149505,8.783283068,9.490305903,7.772942697,10.7712193,10.99267557,9.574321413,9.003015941,9.174493753,7.574321413,6.574321413,5.574321413,6.574321413,6.574321413,6.574321413,6.574321413,6.408013787,6.574321413,-2.308860323
montreal_16,12.31923355,11.99403471,12.04573391,10.70878525,13.77223427,13.81326826,12.01626898,11.85502531,11.87798265,10.01337672,8.866413594,7.878705712,8.970173536,8.878705712,9.013376717,8.676970354,8.601409978,8.968004338,-2.887155471
montreal_16,12.31923355,11.99403471,12.04573391,10.70878525,13.77223427,13.81326826,12.01626898,11.85502531,11.87798265,10.01337672,8.866413594,7.878705712,8.970173536,8.878705712,9.013376717,8.676970354,8.601409978,8.968004338,-2.887155471
montreal_10,11.02188679,10.88150943,11.02188679,9.687044025,12.67496855,12.87748428,11.00578616,10.87748428,10.87748428,9.138113208,7.893584906,7.13408805,7.94163522,7.94163522,8.073962264,7.889559748,7.733333333,8.073962264,-2.714159055
montreal_10,11.02188679,10.88150943,11.02188679,9.687044025,12.67496855,12.87748428,11.00578616,10.87748428,10.87748428,9.138113208,7.893584906,7.13408805,7.94163522,7.94163522,8.073962264,7.889559748,7.733333333,8.073962264,-2.714159055
vancouver_039,5,4.52688172,4,5,5,6,6,5,5,5,6,6,6,5,5,6,5,6,0.547954326
vancouver_040,5,4.639839034,4.532193159,5.135814889,5.115694165,5.967806841,5.868209256,5,5,5,5.967806841,6,5.967806841,5,5.115694165,6,5,6,0.451844192
vancouver_041,5,4.221556886,4,5,5,5.666666667,5.666666667,5,5,5,5.666666667,6,5.666666667,5,5,6,5,6,0.602098177
vancouver_042,5,4,4,5,5,6,5.658486708,5,5,5,5.658486708,6,5.658486708,5,5,6,5,6,0.611893019
vancouver_035,5,4.492481203,4.492481203,5,5,6,5.492481203,5,5,5,6,6,6,5,5,6,5,6,0.513396494
vancouver_034,5,4.026200873,4,5,5,5.930131004,5.451965066,5,5,5,5.930131004,6,5.807860262,5,5,6,5,6,0.642741583
vancouver_030,5,4.080898876,4,5,5,5.588764045,5.276404494,5,5,5,5.588764045,6,5.276404494,5,5,6,5,6,0.619032711
vancouver_106,5,4,4,5,5,5.536466775,5.43273906,5,5,5,5.536466775,6,5.051863857,5,5,6,5,6,0.609427086
vancouver_033,5,4,4,5,5,5.63740458,5.63740458,5,5,5,5.63740458,6,5,5,5,6,5,6,0.590953135
vancouver_036,5,5,4.83269962,5.16730038,5,6,6,5,5,5,6,6,6,5,5,6,5,6,0.344010328
vancouver_037,5,4.799283154,4,5.799283154,5,5.799283154,5.799283154,5,5,5,5.799283154,6,5.799283154,5,5,6,5,6,0.419195786
vancouver_038,5,5,4,6,5,6,6,5,5,5,6,6,6,5,5,6,5,6,0.36119711
vancouver_043,5,4,4,5,5,5.200716846,5,5,5,5,5,6,5,5,5,6,5,6,0.63565513
vancouver_044,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,6,0.650154799
vancouver_071,5,4,4,5,5,5.025889968,5,5,5,5,5,6,5.012944984,5,5,6,5,6,0.649219661
vancouver_047,5,4,4,5,5,5,5,4.632450331,5,5,5,6,5,5,5,6,5,6,0.661534045
vancouver_046,5,4,4,5,5,5.04048583,5.04048583,4.589068826,5,5,5.04048583,5.718623482,5,5,5,5.299595142,5,5.718623482,0.501268055
vancouver_045,5,4,4,5,5,5,5,4,5,5,5,5.366412214,5,5,5,5.366412214,5,5.366412214,0.452264474
vancouver_090,5,4,4,5,5,5,5,4.623036649,5,5,5,6,5,5,5,5.706806283,5,5.706806283,0.571053442
vancouver_073,5,4.273743017,4,5,5,5.00744879,5.00744879,5,5,5,5.00744879,6,5.00744879,5,5,6,5,6,0.607625977
vancouver_077,5,4,4,5,5,5,5,4.504166667,5,5,5,6,5,5,5,5.735416667,5,5.504166667,0.543021156
vancouver_068,5,4,4,5,5,5,5,4,5,5,5,5.885714286,5,5,5,5.547619048,5,5.076190476,0.452454666
vancouver_078,5,4.38,4.38,5,5,5.38,5.38,4.936,5,5,5.38,6,5.38,5,5,6,5,5.428,0.434138287
vancouver_066,5,4,4,5,5,5,5,4.829383886,5,5,5,5.962085308,5,5,5,5.734597156,5,5.227488152,0.482346094
vancouver_049,5,4,4,5,5,5.111811024,5.111811024,4.850393701,5,5,5.111811024,5.943307087,5,5,5,5.343307087,5,5.606299213,0.484304787
vancouver_022,5,4,4,5,5,5.331858407,5.331858407,4.96460177,5,5,5.331858407,5.402654867,5,5,5,5.402654867,5,5.402654867,0.404668621
vancouver_023,5,4,4,5,5,5.482758621,5.482758621,5,5,5,5.275862069,5.931034483,5,5,5,5.931034483,5,5.931034483,0.574000925
vancouver_029,5,4.016736402,4,5,5,5.866108787,5.866108787,5,5,5,5.083682008,6,5.016736402,5,5,6,5,6,0.544105773
vancouver_104,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,6,0.650154799
vancouver_024,5,4,4,5,5,5.083916084,5.083916084,4.972027972,5,5,5,5.972027972,5,5,5,5.972027972,5,5.972027972,0.630525305
vancouver_015,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5.391304348,0.543366088
vancouver_014,5,4,4,5,5,5.518691589,5.112149533,5,5,5,5,6,5,5,5,6,5,5.962616822,0.600339496
vancouver_012,5,4,4,5,5,6,5,5,5,5,5,6,5,5,5,6,5,6,0.577915377
vancouver_013,5,4,4,5,5,5.736842105,5,5,5,5,5,6,5,5,5,6,5,5.736842105,0.550757699
vancouver_011,5,4,4,5,5,6,5,5,5,5,5,6,5,5,5,6,5,6,0.577915377
vancouver_018,5,4,4,5,5,5.875,5,5,5,5,5,6,5,5,5,6,5,5.875,0.56501548
vancouver_017,5,4,4,5,5,5.157894737,5,5,5,5,5,6,5,5,5,6,5,5.157894737,0.491010809
vancouver_019,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,0.474716202
vancouver_016,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,0.474716202
vancouver_020,5,4,4,5,5,5,5,4.47826087,5,4.47826087,5,5.47826087,5,5,5,5.47826087,5,5,0.388567326
vancouver_021,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,6,5,5,0.474716202
vancouver_050,5,4,4,5,5,5,5,4.615079365,5,4.811507937,5,5.472222222,5,5,5,5,5,5,0.323295985
vancouver_051,4.675675676,3.675675676,3.675675676,4.675675676,4.675675676,4.675675676,5,4.513513514,5,5,5,5.27027027,5,4.675675676,4.675675676,5.108108108,4.675675676,5,0.456307701
vancouver_052,4.202020202,3.202020202,3.202020202,4.202020202,4.202020202,4.202020202,5,4.202020202,5,5,5,5.202020202,5,4.202020202,4.202020202,5.202020202,4.202020202,5,0.655888086
vancouver_055,4.062745098,3.470588235,3.17254902,4.17254902,4.17254902,4.470588235,4.298039216,4,4,4,4.470588235,5,4.470588235,4,4.17254902,4.470588235,4,4.470588235,0.362411218
vancouver_054,4.21192053,4,3.579470199,4.579470199,4.579470199,5,5,4,4,4,5,5,5,4,4.579470199,5,4,5,0.3059753
vancouver_059,4.608108108,4.373873874,3.786036036,4.786036036,4.786036036,5,5,4.5,4.5,4.5,5,5.5,5,4.5,4.786036036,5.373873874,4.5,5.373873874,0.381604515
vancouver_056,4.591523895,4,3.956717764,4.860234445,4.956717764,5,4.956717764,4,4.533814247,4,5,5,5,4.254283138,4.956717764,5,4,5,0.185023371
vancouver_058,4.749019608,4,4,5,5,5,5,4,4.749019608,4.125490196,5,5,5,4.345098039,5,5,4,5,0.141888747
vancouver_086,5,4.700777202,4.597150259,5,5.597150259,5.648963731,5.648963731,4.958549223,5,5,5.648963731,5.958549223,5.648963731,5,5.648963731,5.700777202,4.911917098,5.700777202,0.359245416
vancouver_057,4.834625323,4.165374677,4.165374677,5,5.165374677,5.165374677,5.165374677,4.258397933,4.669250646,4.341085271,5.165374677,5.258397933,5.165374677,4.669250646,5.165374677,5.165374677,4.258397933,5.165374677,0.208771663
vancouver_085,5,5,4,5,5,5.5,5.5,5,5,5,5.25,6,5.5,5,5.25,6,5,6,0.505675955
vancouver_084,5,4.688235294,4.319607843,5,5.319607843,5.492156863,5.492156863,5,5,5,5.398039216,6,5.492156863,5,5.319607843,6,5,5.688235294,0.439567778
vancouver_088,5,5,4.691964286,5,5,6,6,5,5,5,5.850446429,6,6,5,5.850446429,6,5,6,0.473794781
vancouver_087,5.346273292,5,4.962732919,5.618012422,5.875776398,6,6,5,5,5,6,6,6,5,6,6,5,6,0.246828709
vancouver_114,5,4.320481928,4.177108434,5.177108434,5.177108434,5.177108434,5.177108434,5,5,5,5.177108434,6,5.177108434,5,5.177108434,5.320481928,4.320481928,5.320481928,0.241113059
vancouver_113,5.196440794,4.847364819,4.833675565,5.291581109,5.542094456,5.833675565,5.833675565,4.847364819,5,4.991786448,5.833675565,5.847364819,5.833675565,4.991786448,5.833675565,5.847364819,4.847364819,5.847364819,0.291776064
vancouver_116,5.329401089,5,5,5.372958258,5.996370236,6,6,5,5,5,6,6,6,5.09800363,5.873865699,6,5,6,0.256190546
vancouver_115,5,5,5,5.230228471,5.943760984,6,6,5,5,5,6,6,6,5,5.797891037,6,5,6,0.317341996
vancouver_112,5,5,5,5.179216867,5.832831325,6,6,5,5,5,6,6,6,5,6,6,5,6,0.356379077
vancouver_082,5,5,5,5,5.775700935,6,6,5,5,5,6,6,6,5,6,6,5,6,0.382029841
vancouver_083,5,5,4.745501285,5,5.663239075,6,6,5,5,5,5.958868895,6,6,5,5.745501285,6,5,6,0.396454618
vancouver_067,5,4.872921615,4.410926366,5.188836105,5.410926366,5.755344418,5.755344418,5,5,5,5.755344418,6,5.755344418,5,5.59976247,6,5,6,0.452789442
vancouver_111,5,5,5,5.898734177,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.259173623
vancouver_091,5,5,5,5.934900542,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.25506805
vancouver_089,5,4.508748318,4.053835801,5.053835801,5.053835801,5.508748318,5.508748318,5,5,5,5.508748318,6,5.508748318,5,5.508748318,6,5,6,0.600319181
vancouver_081,5,5,4.514629948,5.514629948,5.514629948,6,6,5,5,5,5.604130809,6,5.877796902,5,5.788296041,6,5,6,0.367857987
vancouver_092,5,5,4.941875826,5.642007926,5.941875826,6,6,5,5,5,5.941875826,6,5.941875826,5,5.941875826,6,5,6,0.28891679
vancouver_060,4.95959596,4.27020202,4,5,5,5,5,4.75,4.95959596,4.95959596,5,5.95959596,5,4.95959596,5,5.75,4.95959596,5.27020202,0.449489737
vancouver_053,5,4,4,5,5,5,5,4.773584906,5,5,5,6,5,5,5,5.773584906,5,5,0.451350351
vancouver_061,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5.577235772,5,5.577235772,0.519268041
vancouver_063,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,0.340557276
vancouver_062,5,4,4,5,5,5,5,5,5,5,5,6,5,5,5,5.928571429,5,5.928571429,0.62804069
vancouver_064,5,4.612334802,4,5,5,5.612334802,5.612334802,4.718061674,5,5,5.193832599,6,5.612334802,5,5.418502203,5.718061674,5,5.718061674,0.498720239
vancouver_048,5,4,4,5,5,5,5,4.473509934,5,4.645695364,5,5.632450331,5,5,5,5.145695364,5,5.145695364,0.379342396
vancouver_097,5,4,4,5,5,5,5,4,5,4.155339806,5,5,5,5,5,5,5,5,0.311200617
vancouver_027,5,4,4,5,5,5,5,4.217687075,5,5,5,5,5,5,5,5,5,5,0.313177903
vancouver_026,5,4,4,5,5,5,5,4,5,4.368421053,5,5,5,5,5,5,5,5,0.313399598
vancouver_025,5,4,4,5,5,5,5,4.315789474,5,4.947368421,5,5.315789474,5,5,5,5.315789474,5,5.263157895,0.414426158
vancouver_065,5,4.664335664,4,5,5,5.276223776,5.664335664,5,5,5,5.276223776,6,5.276223776,5,5,5.804195804,5,6,0.495319954
vancouver_079,5,5,4,5,5,5.673529412,5.755882353,5,5,5,5.232352941,6,5.232352941,5,5,6,5,6,0.431676076
vancouver_080,5,4.962476548,4.530956848,5.232645403,5.232645403,5.962476548,5.664165103,5,5,5,5.530956848,6,5.530956848,5,5.232645403,6,5,6,0.359319002
vancouver_076,5,4.28685259,4.28685259,5.28685259,5.28685259,5.28685259,5.28685259,5,5,5,5.28685259,6,5.28685259,5,5.28685259,6,5,6,0.534703292
vancouver_075,5,4.28742515,4.28742515,5.28742515,5.28742515,5.28742515,5.28742515,5,5,5,5.28742515,6,5.28742515,5,5.28742515,6,5,6,0.53447285
vancouver_074,5,4.967479675,4.272357724,5,5,5.516260163,5.516260163,5,5,5,5.516260163,6,5.516260163,5,5,6,5,6,0.453195399
vancouver_093,5,5,5,6,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.247678019
vancouver_108,5,5,5,5.712477396,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.280317323
vancouver_107,5,5,5,5.939914163,5.939914163,6,6,5,5,5,6,6,6,5,5.939914163,6,5,6,0.253258746
vancouver_031,5,4,4,5,5,5,5,4.79916318,5,5,5,6,5,5,5,5.79916318,5,5.79916318,0.594194075
vancouver_103,5,5,4.563583815,5,5,6,6,5,5,5,6,6,6,5,5,6,5,6,0.399106403
vancouver_094,5,5,4.647928994,5,5,6,6,5,5,5,6,6,6,5,5,6,5,6,0.387790744
vancouver_096,5,5,4.161797753,5.161797753,5,6,5.838202247,4.838202247,5,4.838202247,5.838202247,6,6,5,5.161797753,6,5,6,0.459688547
vancouver_101,5,5,4.663461538,5.663461538,5.511538462,6,5.336538462,4.336538462,4.855769231,4.336538462,5.336538462,6,6,5,5.663461538,6,5,6,0.367071525
vancouver_032,5,5,5,5.365714286,5.365714286,6,5,4,5,4,5,6,6,5,6,6,5,6,0.419873212
vancouver_003,5,4.319949812,4.319949812,5.319949812,5.319949812,5.319949812,5,4,4.919698871,4.125470514,5,6,5.319949812,5,5.319949812,5.90966123,5,6,0.538629769
vancouver_002,5,4.101651842,4.081321474,5.081321474,5.081321474,5.101651842,5,4.020330368,4.918678526,4.475222363,5,5.717916137,5.081321474,5,5.081321474,5.717916137,4.717916137,5.717916137,0.494687275
vancouver_004,5,4.78807947,4.566225166,5.21192053,5.21192053,5.566225166,5,4,5,4,5,6,5.566225166,5,5.566225166,6,5,6,0.493374066
vancouver_105,5,4.143712575,4.143712575,5,5,5.143712575,5,4,5,4.856287425,5,6,5.143712575,5,5.143712575,5.143712575,5,5.143712575,0.389314251
vancouver_005,5,4.416167665,4,5,5,5,5,4,5,4.155688623,5,6,5,5,5,5.808383234,5,5.964071856,0.575968805
vancouver_007,5,4.541841004,4,5,5,5,5,4.466527197,5,4.508368201,5,5.583682008,5,5,5,5.583682008,4.541841004,5.541841004,0.349085241
vancouver_006,5,4.230769231,4.057692308,5,5,5.057692308,5,4.461538462,5,4.769230769,5,5.846153846,5.057692308,5,5.057692308,5.538461538,4.846153846,5.538461538,0.452885607
vancouver_109,5,5,5,5.962085308,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.25198206
vancouver_009,5.56122449,5,4.855102041,5.855102041,5.855102041,5.855102041,5.855102041,5,5,5,5.855102041,6,5.855102041,5.56122449,5.855102041,6,5,6,0.237231735
vancouver_008,5.082539683,5,5,5.904761905,6,6,6,5,5,5,6,6,6,5.082539683,6,6,5,6,0.251674939
vancouver_117,5,5,5,5.6,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.293085655
vancouver_110,5,5,5,5.679462572,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.284065136
vancouver_118,5,5,5,5.329758713,6,6,6,5,5,5,6,6,6,5,6,6,5,6,0.323763201
vancouver_010,5.549747049,5,5,5.898819562,6,6,6,5,5,5,6,6,6,5.549747049,6,6,5,6,0.213777177
vancouver_001,5.333333333,4.624671916,4.333333333,5.333333333,5.333333333,5.624671916,5.333333333,4.624671916,5.333333333,5,5.333333333,6,5.333333333,5.333333333,5.333333333,6,5,6,0.430511202
vancouver_102,5.18028169,4.81971831,4.81971831,5.81971831,5.684507042,5.81971831,5.538028169,4.538028169,5.033802817,4.718309859,5.538028169,6,5.81971831,5,5.81971831,6,5,6,0.318027878
vancouver_100,5.146341463,5,5,6,5.548780488,6,5.548780488,4.548780488,5.146341463,4.548780488,5.548780488,6,6,5,6,6,5,6,0.281028971
vancouver_028,5.538461538,5,5,6,6,6,6,5,5.538461538,5,6,6,6,5,6,6,5,6,0.147654203
vancouver_098,5.113744076,5,5,6,5.772511848,6,5.772511848,4.772511848,5.113744076,4.772511848,5.772511848,6,6,5,6,6,5,6,0.257068654
vancouver_099,5.319875776,4.913043478,4.913043478,5.813664596,5.739130435,6,5.838509317,4.925465839,5.319875776,4.925465839,5.838509317,6,6,5,5.813664596,6,5,6,0.242486011
vancouver_095,5,4.775147929,4.375739645,5.375739645,5,5.798816568,5.399408284,4.624260355,5,4.624260355,5.399408284,6,5.798816568,5,5.375739645,6,5,6,0.479265515
vancouver_072,5,4,4,5,5,5.342975207,5,5,5,5,5,6,5.342975207,5,5,6,5,6,0.650154799
vancouver_070,5,4.334586466,4.156015038,5,5,5.640977444,5.357142857,5,5,5,5.178571429,6,5.595864662,5,5,6,5,6,0.5612716
vancouver_069,5,4.917808219,4.645547945,5.190068493,5.190068493,6,6,5,5,5,5.727739726,6,6,5,5.190068493,6,5,6,0.374750838
tokyo_011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN
tokyo_009,11,10,11.64397906,12,11,13,10,11.64397906,11,12,12.64397906,11.97905759,11,9.643979058,8,12,11,12.64397906,-0.090123677
tokyo_008,10.86670236,10,11.53533191,12.23554604,11.03720557,13.24304069,10.19834047,11.751606,11.05620985,11.78667024,12.26204497,11.93174518,10.93174518,9.262044968,8.254550321,11.93174518,11.25455032,12.62259101,-0.115541091
tokyo_023,10.3331668,9.441153379,10.86246521,11.58896581,10.53208194,12.58896581,9.607451288,11.36671187,10.53465135,11.0625223,11.60745129,11.32610092,10.30647349,8.969880808,7.808721719,11.38491185,10.65548498,12.21040611,-0.050121315
tokyo_022,10.05358119,9.13559322,10.97967924,11.2252597,10.34718425,12.75952251,9.331875342,11.0126663,10.15518498,11.00255149,11.92536905,11.00109349,10.05358119,9,7.874065974,11.0398214,10.91151813,12,0.046563762
tokyo_021,10.79688429,9.78481389,11.46878345,12.25228921,11.25698656,13.4991081,10.30247354,11.68492092,11.21203472,11.81228446,12.54001665,11.64044476,10.80966821,9.514270425,8.423296468,11.62885004,11.41336663,12.48394577,-0.119554692
tokyo_007,10.97798888,10.00278035,11.70505097,12.46686747,11.26946247,13.57761816,10.38113994,11.8489342,11.442076,11.90152919,12.69392956,11.90152919,10.97798888,9.693929564,8.524096386,11.97798888,11.52409639,12.70319741,-0.097572952
tokyo_002,10.89489886,10.0123131,11.19437115,12.0123131,11.0123131,13.0123131,10.0123131,11.4533861,11.15391381,11.56728232,12.18205805,11.9001759,10.9001759,9.153913808,8.153913808,11.9001759,11.15391381,12.18029903,-0.142032741
tokyo_006,11.292891,10.36966825,11.99494471,12.94597156,11.83159558,13.99494471,10.94597156,12.00758294,11.84044234,12.05529226,13,12.05529226,11.2464455,10,8.951026856,12.10173776,11.95102686,13,-0.173374613
tokyo_003,11.68283645,10.68283645,12.59103925,12.7284824,11.68283645,13.68283645,10.68283645,12.59103925,11.68283645,12.66953007,13.25703217,12.62792656,11.68148897,9.728482399,8.682836449,12.68148897,11.68283645,12.82499579,-0.286873542
tokyo_010,11.15878844,10.15878844,11.72280863,12.67370353,11.15878844,13.19137219,10.15878844,11.72280863,11.23864158,12.0527765,12.72280863,11.83570445,10.88664525,9.704451583,8.443322625,11.83570445,11.23864158,12.70445158,-0.202434253
tokyo_013,11.97987421,10.97987421,12.97987421,13.83228512,12.1148847,14.2475891,11.11740042,12.97987421,12.45555556,12.97987421,13.97987421,12.97987421,11.97987421,10.63186583,9.360377358,12.97987421,12.35031447,13.69958071,-0.162888106
tokyo_001,11.79319878,10.79319878,12.24633674,12.79319878,11.79319878,13.79319878,10.79319878,12.57755046,11.82278131,12.75255737,13.04700028,12.76361626,11.76361626,9.82278131,8.82278131,12.79319878,11.82278131,12.82278131,-0.241169934
tokyo_005,12,11,12.45306352,13.10623946,12,14.10174255,11.01461495,12.94322653,12,12.99100618,13.45306352,12.99100618,12,10.34907251,9.014614952,12.99100618,12.01461495,13.10623946,-0.218342538
tokyo_004,12,11,13,13.77642706,12.09460888,14.4325229,11.11346018,13,12.37720226,13,13.99859056,13,12,10.77642706,9.477448908,13,12.4325229,13.8444327,-0.106146423
tokyo_016,12,11,12.98731088,13.81918009,12.24377745,14.92606149,11.44289898,13,12.31185944,13,13.98731088,13,12,10.98731088,9.815275744,13,12.58491947,13.81918009,-0.098381702
tokyo_014,12.1738176,11,13,14,12.95250449,15,11.95010976,13,13,13,14,13,12,11,10,13,13,14,-0.137027744
tokyo_017,11.99753125,10.99012498,12.66903256,13.23962351,12.1640179,14.65375714,11.17018979,12.97916988,12.07190248,13,13.83922234,12.94969912,11.99753125,10.61626292,9.535719796,12.94969912,12.20706681,13.35380343,-0.164097993
